0.019 pkt: 0 | received
4.666 pkt: 2230 | received
4.666 ACK: 2230 | sent
4.668 pkt: 2231 | received
4.668 ACK: 2231 | sent
4.668 pkt: 2200 | received
4.668 ACK: 2231 | sent
4.670 pkt: 2200 | received
4.670 ACK: 2231 | sent
4.671 pkt: 2200 | received
4.671 ACK: 2231 | sent
4.672 pkt: 2200 | received
4.672 ACK: 2231 | sent
4.673 pkt: 2200 | received
4.673 ACK: 2231 | sent
4.674 pkt: 2232 | received
4.674 ACK: 2232 | sent
4.676 pkt: 2233 | received
4.676 ACK: 2233 | sent
4.677 pkt: 2234 | received
4.677 ACK: 2234 | sent
4.678 pkt: 2235 | received
4.678 ACK: 2235 | sent
4.679 pkt: 2236 | received
4.681 ACK: 2236 | sent
4.681 pkt: 2237 | received
4.681 ACK: 2237 | sent
4.682 pkt: 2238 | received
4.682 ACK: 2238 | sent
4.683 pkt: 2239 | received
4.684 ACK: 2239 | sent
4.686 pkt: 2240 | received
4.686 ACK: 2240 | sent
4.686 pkt: 2241 | received
4.686 ACK: 2241 | sent
4.686 pkt: 2242 | received
4.686 ACK: 2242 | sent
4.689 pkt: 2243 | received
4.689 ACK: 2243 | sent
4.690 pkt: 2244 | received
4.690 ACK: 2244 | sent
4.690 pkt: 2245 | received
4.690 ACK: 2245 | sent
4.691 pkt: 2246 | received
4.691 ACK: 2246 | sent
4.692 pkt: 2247 | received
4.693 ACK: 2247 | sent
4.693 pkt: 2248 | received
4.694 ACK: 2248 | sent
4.694 pkt: 2249 | received
4.694 ACK: 2249 | sent
4.696 pkt: 2250 | received
4.696 ACK: 2250 | sent
4.696 pkt: 2251 | received
4.697 ACK: 2251 | sent
4.699 pkt: 2252 | received
4.699 ACK: 2252 | sent
4.699 pkt: 2253 | received
4.699 ACK: 2253 | sent
4.700 pkt: 2254 | received
4.700 ACK: 2254 | sent
4.702 pkt: 2255 | received
4.702 ACK: 2255 | sent
4.703 pkt: 2256 | received
4.703 ACK: 2256 | sent
4.704 pkt: 2257 | received
4.704 ACK: 2257 | sent
4.705 pkt: 2258 | received
4.705 ACK: 2258 | sent
4.706 pkt: 2259 | received
4.707 ACK: 2259 | sent
4.707 pkt: 2260 | received
4.707 ACK: 2260 | sent
4.708 pkt: 2261 | received
4.708 ACK: 2261 | sent
4.710 pkt: 2262 | received
4.710 ACK: 2262 | sent
4.710 pkt: 2263 | received
4.710 ACK: 2263 | sent
4.712 pkt: 2232 | received
4.712 ACK: 2263 | sent
4.712 pkt: 2232 | received
4.713 ACK: 2263 | sent
4.714 pkt: 2264 | received
4.714 ACK: 2264 | sent
4.715 pkt: 2265 | received
4.715 ACK: 2265 | sent
4.716 pkt: 2266 | received
4.716 ACK: 2266 | sent
4.718 pkt: 2267 | received
4.718 ACK: 2267 | sent
4.718 pkt: 2268 | received
4.718 ACK: 2268 | sent
4.720 pkt: 2269 | received
4.720 ACK: 2269 | sent
4.720 pkt: 2270 | received
4.721 ACK: 2270 | sent
4.722 pkt: 2271 | received
4.722 ACK: 2271 | sent
4.723 pkt: 2272 | received
4.723 ACK: 2272 | sent
4.724 pkt: 2273 | received
4.724 ACK: 2273 | sent
4.725 pkt: 2274 | received
4.726 ACK: 2274 | sent
4.726 pkt: 2275 | received
4.726 ACK: 2275 | sent
4.728 pkt: 2276 | received
4.729 ACK: 2276 | sent
4.729 pkt: 2277 | received
4.729 ACK: 2277 | sent
4.730 pkt: 2278 | received
4.730 ACK: 2278 | sent
4.731 pkt: 2279 | received
4.731 ACK: 2279 | sent
4.732 pkt: 2280 | received
4.732 ACK: 2280 | sent
4.738 pkt: 2281 | received
4.738 ACK: 2281 | sent
4.738 pkt: 2282 | received
4.738 ACK: 2282 | sent
4.739 pkt: 2283 | received
4.739 ACK: 2283 | sent
4.740 pkt: 2284 | received
4.740 ACK: 2284 | sent
4.741 pkt: 2285 | received
4.741 ACK: 2285 | sent
4.743 pkt: 2286 | received
4.743 ACK: 2286 | sent
4.744 pkt: 2287 | received
4.744 ACK: 2287 | sent
4.745 pkt: 2288 | received
4.745 ACK: 2288 | sent
4.747 pkt: 2289 | received
4.747 ACK: 2289 | sent
4.747 pkt: 2290 | received
4.747 ACK: 2290 | sent
4.749 pkt: 2291 | received
4.749 ACK: 2291 | sent
4.750 pkt: 2292 | received
4.750 ACK: 2292 | sent
4.751 pkt: 2293 | received
4.751 ACK: 2293 | sent
4.752 pkt: 2294 | received
4.752 ACK: 2294 | sent
4.757 pkt: 2295 | received
4.758 ACK: 2295 | sent
4.758 pkt: 2296 | received
4.758 ACK: 2296 | sent
4.759 pkt: 2297 | received
4.759 ACK: 2297 | sent
4.760 pkt: 2298 | received
4.760 ACK: 2298 | sent
4.761 pkt: 2299 | received
4.762 ACK: 2299 | sent
4.762 pkt: 2300 | received
4.762 ACK: 2300 | sent
4.763 pkt: 2301 | received
4.763 ACK: 2301 | sent
4.764 pkt: 2302 | received
4.765 ACK: 2302 | sent
4.766 pkt: 2303 | received
4.766 ACK: 2303 | sent
4.773 pkt: 2304 | received
4.773 ACK: 2304 | sent
4.773 pkt: 2305 | received
4.773 ACK: 2305 | sent
4.774 pkt: 2306 | received
4.775 ACK: 2306 | sent
4.775 pkt: 2307 | received
4.775 ACK: 2307 | sent
4.777 pkt: 2308 | received
4.777 ACK: 2308 | sent
4.778 pkt: 2309 | received
4.778 ACK: 2309 | sent
4.782 pkt: 2310 | received
4.782 ACK: 2310 | sent
4.782 pkt: 2311 | received
4.782 ACK: 2311 | sent
4.793 pkt: 2312 | received
4.793 ACK: 2312 | sent
4.793 pkt: 2313 | received
4.793 ACK: 2313 | sent
4.794 pkt: 2314 | received
4.794 ACK: 2314 | sent
4.795 pkt: 2315 | received
4.795 ACK: 2315 | sent
4.796 pkt: 2316 | received
4.796 ACK: 2316 | sent
4.804 pkt: 2317 | received
4.804 ACK: 2317 | sent
4.804 pkt: 2318 | received
4.804 ACK: 2318 | sent
4.804 pkt: 2319 | received
4.805 ACK: 2319 | sent
4.806 pkt: 2320 | received
4.806 ACK: 2320 | sent
4.807 pkt: 2321 | received
4.807 ACK: 2321 | sent
4.808 pkt: 2322 | received
4.808 ACK: 2322 | sent
4.814 pkt: 2323 | received
4.814 ACK: 2323 | sent
4.814 pkt: 2325 | received
4.814 ACK: 2323 | sent
4.815 pkt: 2326 | received
4.815 ACK: 2323 | sent
4.816 pkt: 2327 | received
4.816 ACK: 2323 | sent
4.818 pkt: 2328 | received
4.818 ACK: 2323 | sent
4.819 pkt: 2329 | received
4.819 ACK: 2323 | sent
4.820 pkt: 2330 | received
4.820 ACK: 2323 | sent
4.824 pkt: 2331 | received
4.824 ACK: 2323 | sent
4.824 pkt: 2332 | received
4.825 ACK: 2323 | sent
4.825 pkt: 2333 | received
4.826 ACK: 2323 | sent
4.827 pkt: 2334 | received
4.827 ACK: 2323 | sent
4.828 pkt: 2335 | received
4.829 ACK: 2323 | sent
4.829 pkt: 2336 | received
4.829 ACK: 2323 | sent
4.832 pkt: 2337 | received
4.832 ACK: 2323 | sent
4.832 pkt: 2338 | received
4.832 ACK: 2323 | sent
4.835 pkt: 2339 | received
4.836 ACK: 2323 | sent
4.836 pkt: 2340 | received
4.837 ACK: 2323 | sent
4.840 pkt: 2341 | received
4.840 ACK: 2323 | sent
4.840 pkt: 2342 | received
4.840 ACK: 2323 | sent
4.840 pkt: 2343 | received
4.840 ACK: 2323 | sent
4.840 pkt: 2344 | received
4.840 ACK: 2323 | sent
4.841 pkt: 2345 | received
4.841 ACK: 2323 | sent
4.843 pkt: 2346 | received
4.843 ACK: 2323 | sent
4.844 pkt: 2347 | received
4.844 ACK: 2323 | sent
4.845 pkt: 2348 | received
4.845 ACK: 2323 | sent
4.846 pkt: 2349 | received
4.846 ACK: 2323 | sent
4.847 pkt: 2350 | received
4.847 ACK: 2323 | sent
4.848 pkt: 2351 | received
4.848 ACK: 2323 | sent
4.849 pkt: 2352 | received
4.849 ACK: 2323 | sent
4.851 pkt: 2353 | received
4.851 ACK: 2323 | sent
4.852 pkt: 2354 | received
4.852 ACK: 2323 | sent
4.853 pkt: 2355 | received
4.853 ACK: 2323 | sent
4.854 pkt: 2324 | received
4.854 ACK: 2355 | sent
4.857 pkt: 2324 | received
4.857 ACK: 2355 | sent
4.857 pkt: 2324 | received
4.857 ACK: 2355 | sent
4.857 pkt: 2324 | received
4.857 ACK: 2355 | sent
4.859 pkt: 2324 | received
4.859 ACK: 2355 | sent
4.860 pkt: 2324 | received
4.860 ACK: 2355 | sent
4.861 pkt: 2324 | received
4.861 ACK: 2355 | sent
4.862 pkt: 2324 | received
4.862 ACK: 2355 | sent
4.863 pkt: 2324 | received
4.863 ACK: 2355 | sent
4.866 pkt: 2324 | received
4.866 ACK: 2355 | sent
4.868 pkt: 2324 | received
4.868 ACK: 2355 | sent
4.868 pkt: 2324 | received
4.868 ACK: 2355 | sent
4.871 pkt: 2324 | received
4.871 ACK: 2355 | sent
4.872 pkt: 2324 | received
4.872 ACK: 2355 | sent
4.876 pkt: 2357 | received
4.876 ACK: 2355 | sent
4.876 pkt: 2358 | received
4.876 ACK: 2355 | sent
4.878 pkt: 2359 | received
4.878 ACK: 2355 | sent
4.879 pkt: 2360 | received
4.879 ACK: 2355 | sent
4.881 pkt: 2361 | received
4.881 ACK: 2355 | sent
4.881 pkt: 2362 | received
4.882 ACK: 2355 | sent
4.882 pkt: 2363 | received
4.882 ACK: 2355 | sent
4.884 pkt: 2364 | received
4.884 ACK: 2355 | sent
4.885 pkt: 2365 | received
4.885 ACK: 2355 | sent
4.886 pkt: 2366 | received
4.886 ACK: 2355 | sent
4.887 pkt: 2367 | received
4.887 ACK: 2355 | sent
4.889 pkt: 2368 | received
4.889 ACK: 2355 | sent
4.891 pkt: 2369 | received
4.891 ACK: 2355 | sent
4.891 pkt: 2370 | received
4.891 ACK: 2355 | sent
4.891 pkt: 2371 | received
4.891 ACK: 2355 | sent
4.892 pkt: 2372 | received
4.893 ACK: 2355 | sent
4.894 pkt: 2373 | received
4.894 ACK: 2355 | sent
4.895 pkt: 2374 | received
4.895 ACK: 2355 | sent
4.896 pkt: 2375 | received
4.896 ACK: 2355 | sent
4.897 pkt: 2376 | received
4.897 ACK: 2355 | sent
4.899 pkt: 2377 | received
4.899 ACK: 2355 | sent
4.899 pkt: 2378 | received
4.899 ACK: 2355 | sent
4.901 pkt: 2379 | received
4.901 ACK: 2355 | sent
4.902 pkt: 2380 | received
4.902 ACK: 2355 | sent
4.904 pkt: 2381 | received
4.904 ACK: 2355 | sent
4.904 pkt: 2382 | received
4.904 ACK: 2355 | sent
4.905 pkt: 2383 | received
4.905 ACK: 2355 | sent
4.907 pkt: 2384 | received
4.907 ACK: 2355 | sent
4.908 pkt: 2385 | received
4.908 ACK: 2355 | sent
4.909 pkt: 2386 | received
4.909 ACK: 2355 | sent
4.910 pkt: 2387 | received
4.910 ACK: 2355 | sent
4.911 pkt: 2356 | received
4.912 ACK: 2387 | sent
4.913 pkt: 2356 | received
4.913 ACK: 2387 | sent
4.914 pkt: 2356 | received
4.914 ACK: 2387 | sent
4.915 pkt: 2356 | received
4.915 ACK: 2387 | sent
4.916 pkt: 2356 | received
4.916 ACK: 2387 | sent
4.917 pkt: 2356 | received
4.917 ACK: 2387 | sent
4.918 pkt: 2356 | received
4.918 ACK: 2387 | sent
4.919 pkt: 2356 | received
4.919 ACK: 2387 | sent
4.921 pkt: 2356 | received
4.923 ACK: 2387 | sent
4.923 pkt: 2356 | received
4.923 ACK: 2387 | sent
4.923 pkt: 2356 | received
4.923 ACK: 2387 | sent
4.924 pkt: 2356 | received
4.924 ACK: 2387 | sent
4.925 pkt: 2356 | received
4.925 ACK: 2387 | sent
4.927 pkt: 2356 | received
4.927 ACK: 2387 | sent
4.927 pkt: 2356 | received
4.927 ACK: 2387 | sent
4.929 pkt: 2356 | received
4.929 ACK: 2387 | sent
4.930 pkt: 2356 | received
4.930 ACK: 2387 | sent
4.931 pkt: 2356 | received
4.931 ACK: 2387 | sent
4.933 pkt: 2356 | received
4.933 ACK: 2387 | sent
4.933 pkt: 2356 | received
4.933 ACK: 2387 | sent
4.934 pkt: 2356 | received
4.935 ACK: 2387 | sent
4.936 pkt: 2388 | received
4.936 ACK: 2388 | sent
4.937 pkt: 2389 | received
4.938 ACK: 2389 | sent
4.938 pkt: 2390 | received
4.938 ACK: 2390 | sent
4.939 pkt: 2391 | received
4.940 ACK: 2391 | sent
4.940 pkt: 2392 | received
4.940 ACK: 2392 | sent
4.941 pkt: 2393 | received
4.941 ACK: 2393 | sent
4.942 pkt: 2394 | received
4.942 ACK: 2394 | sent
4.945 pkt: 2395 | received
4.945 ACK: 2395 | sent
4.945 pkt: 2396 | received
4.945 ACK: 2396 | sent
4.946 pkt: 2397 | received
4.946 ACK: 2397 | sent
4.948 pkt: 2398 | received
4.948 ACK: 2398 | sent
4.949 pkt: 2399 | received
4.949 ACK: 2399 | sent
4.950 pkt: 2400 | received
4.950 ACK: 2400 | sent
4.952 pkt: 2401 | received
4.952 ACK: 2401 | sent
4.952 pkt: 2402 | received
4.952 ACK: 2402 | sent
4.953 pkt: 2403 | received
4.955 ACK: 2403 | sent
4.955 pkt: 2404 | received
4.955 ACK: 2404 | sent
4.955 pkt: 2405 | received
4.955 ACK: 2405 | sent
4.956 pkt: 2406 | received
4.956 ACK: 2406 | sent
4.958 pkt: 2407 | received
4.958 ACK: 2407 | sent
4.959 pkt: 2408 | received
4.959 ACK: 2408 | sent
4.960 pkt: 2409 | received
4.960 ACK: 2409 | sent
4.961 pkt: 2410 | received
4.961 ACK: 2410 | sent
4.962 pkt: 2411 | received
4.962 ACK: 2411 | sent
4.963 pkt: 2412 | received
4.963 ACK: 2412 | sent
4.965 pkt: 2413 | received
4.965 ACK: 2413 | sent
4.966 pkt: 2414 | received
4.966 ACK: 2414 | sent
4.966 pkt: 2415 | received
4.966 ACK: 2415 | sent
4.967 pkt: 2416 | received
4.968 ACK: 2416 | sent
4.969 pkt: 2417 | received
4.969 ACK: 2417 | sent
4.971 pkt: 2418 | received
4.971 ACK: 2418 | sent
4.971 pkt: 2419 | received
4.971 ACK: 2419 | sent
4.973 pkt: 2388 | received
4.973 ACK: 2419 | sent
4.974 pkt: 2388 | received
4.974 ACK: 2419 | sent
4.974 pkt: 2388 | received
4.974 ACK: 2419 | sent
4.976 pkt: 2388 | received
4.976 ACK: 2419 | sent
4.977 pkt: 2388 | received
4.977 ACK: 2419 | sent
4.978 pkt: 2388 | received
4.978 ACK: 2419 | sent
4.979 pkt: 2388 | received
4.979 ACK: 2419 | sent
4.980 pkt: 2388 | received
4.980 ACK: 2419 | sent
4.982 pkt: 2388 | received
4.982 ACK: 2419 | sent
4.983 pkt: 2388 | received
4.983 ACK: 2419 | sent
4.984 pkt: 2420 | received
4.984 ACK: 2420 | sent
4.985 pkt: 2422 | received
4.985 ACK: 2420 | sent
4.986 pkt: 2423 | received
4.986 ACK: 2420 | sent
4.987 pkt: 2424 | received
4.987 ACK: 2420 | sent
4.989 pkt: 2425 | received
4.990 ACK: 2420 | sent
4.990 pkt: 2426 | received
4.990 ACK: 2420 | sent
4.991 pkt: 2427 | received
4.992 ACK: 2420 | sent
4.993 pkt: 2428 | received
4.993 ACK: 2420 | sent
4.994 pkt: 2429 | received
4.994 ACK: 2420 | sent
4.995 pkt: 2430 | received
4.995 ACK: 2420 | sent
4.997 pkt: 2431 | received
4.997 ACK: 2420 | sent
4.997 pkt: 2432 | received
4.997 ACK: 2420 | sent
4.998 pkt: 2433 | received
4.998 ACK: 2420 | sent
4.999 pkt: 2434 | received
4.999 ACK: 2420 | sent
5.000 pkt: 2435 | received
5.000 ACK: 2420 | sent
5.002 pkt: 2436 | received
5.002 ACK: 2420 | sent
5.003 pkt: 2437 | received
5.003 ACK: 2420 | sent
5.004 pkt: 2438 | received
5.004 ACK: 2420 | sent
5.005 pkt: 2439 | received
5.005 ACK: 2420 | sent
5.006 pkt: 2440 | received
5.006 ACK: 2420 | sent
5.007 pkt: 2441 | received
5.007 ACK: 2420 | sent
5.009 pkt: 2442 | received
5.009 ACK: 2420 | sent
5.010 pkt: 2443 | received
5.010 ACK: 2420 | sent
5.011 pkt: 2444 | received
5.011 ACK: 2420 | sent
5.012 pkt: 2445 | received
5.012 ACK: 2420 | sent
5.013 pkt: 2446 | received
5.013 ACK: 2420 | sent
5.014 pkt: 2447 | received
5.015 ACK: 2420 | sent
5.015 pkt: 2448 | received
5.015 ACK: 2420 | sent
5.016 pkt: 2449 | received
5.016 ACK: 2420 | sent
5.017 pkt: 2450 | received
5.017 ACK: 2420 | sent
5.018 pkt: 2451 | received
5.018 ACK: 2420 | sent
5.020 pkt: 2420 | received
5.020 ACK: 2420 | sent
5.021 pkt: 2420 | received
5.021 ACK: 2420 | sent
5.022 pkt: 2420 | received
5.022 ACK: 2420 | sent
5.023 pkt: 2420 | received
5.023 ACK: 2420 | sent
5.024 pkt: 2420 | received
5.024 ACK: 2420 | sent
5.025 pkt: 2452 | received
5.026 ACK: 2420 | sent
5.027 pkt: 2421 | received
5.027 ACK: 2452 | sent
5.028 pkt: 2421 | received
5.028 ACK: 2452 | sent
5.029 pkt: 2421 | received
5.030 ACK: 2452 | sent
5.030 pkt: 2421 | received
5.030 ACK: 2452 | sent
5.031 pkt: 2421 | received
5.031 ACK: 2452 | sent
5.032 pkt: 2421 | received
5.032 ACK: 2452 | sent
5.034 pkt: 2421 | received
5.035 ACK: 2452 | sent
5.035 pkt: 2421 | received
5.035 ACK: 2452 | sent
5.036 pkt: 2421 | received
5.036 ACK: 2452 | sent
5.037 pkt: 2421 | received
5.039 ACK: 2452 | sent
5.039 pkt: 2421 | received
5.039 ACK: 2452 | sent
5.039 pkt: 2421 | received
5.039 ACK: 2452 | sent
5.041 pkt: 2421 | received
5.042 ACK: 2452 | sent
5.042 pkt: 2421 | received
5.042 ACK: 2452 | sent
5.043 pkt: 2421 | received
5.043 ACK: 2452 | sent
5.044 pkt: 2421 | received
5.044 ACK: 2452 | sent
5.045 pkt: 2421 | received
5.045 ACK: 2452 | sent
5.047 pkt: 2421 | received
5.047 ACK: 2452 | sent
5.047 pkt: 2453 | received
5.047 ACK: 2453 | sent
5.049 pkt: 2454 | received
5.050 ACK: 2454 | sent
5.050 pkt: 2455 | received
5.050 ACK: 2455 | sent
5.051 pkt: 2456 | received
5.051 ACK: 2456 | sent
5.052 pkt: 2457 | received
5.052 ACK: 2457 | sent
5.054 pkt: 2458 | received
5.054 ACK: 2458 | sent
5.054 pkt: 2459 | received
5.054 ACK: 2459 | sent
5.056 pkt: 2460 | received
5.056 ACK: 2460 | sent
5.056 pkt: 2461 | received
5.056 ACK: 2461 | sent
5.058 pkt: 2462 | received
5.058 ACK: 2462 | sent
5.059 pkt: 2463 | received
5.059 ACK: 2463 | sent
5.060 pkt: 2464 | received
5.060 ACK: 2464 | sent
5.061 pkt: 2465 | received
5.061 ACK: 2465 | sent
5.062 pkt: 2466 | received
5.062 ACK: 2466 | sent
5.064 pkt: 2467 | received
5.065 ACK: 2467 | sent
5.065 pkt: 2468 | received
5.065 ACK: 2468 | sent
5.066 pkt: 2469 | received
5.067 ACK: 2469 | sent
5.067 pkt: 2470 | received
5.067 ACK: 2470 | sent
5.068 pkt: 2471 | received
5.070 ACK: 2471 | sent
5.070 pkt: 2472 | received
5.070 ACK: 2472 | sent
5.070 pkt: 2473 | received
5.070 ACK: 2473 | sent
5.072 pkt: 2474 | received
5.072 ACK: 2474 | sent
5.073 pkt: 2475 | received
5.073 ACK: 2475 | sent
5.074 pkt: 2476 | received
5.074 ACK: 2476 | sent
5.075 pkt: 2477 | received
5.076 ACK: 2477 | sent
5.076 pkt: 2478 | received
5.076 ACK: 2478 | sent
5.077 pkt: 2479 | received
5.078 ACK: 2479 | sent
5.078 pkt: 2480 | received
5.078 ACK: 2480 | sent
5.080 pkt: 2481 | received
5.081 ACK: 2481 | sent
5.081 pkt: 2482 | received
5.081 ACK: 2482 | sent
5.082 pkt: 2483 | received
5.082 ACK: 2483 | sent
5.084 pkt: 2453 | received
5.084 ACK: 2483 | sent
5.084 pkt: 2453 | received
5.084 ACK: 2483 | sent
5.086 pkt: 2453 | received
5.087 ACK: 2483 | sent
5.087 pkt: 2453 | received
5.087 ACK: 2483 | sent
5.088 pkt: 2453 | received
5.088 ACK: 2483 | sent
5.089 pkt: 2453 | received
5.089 ACK: 2483 | sent
5.090 pkt: 2453 | received
5.090 ACK: 2483 | sent
5.092 pkt: 2453 | received
5.092 ACK: 2483 | sent
5.092 pkt: 2485 | received
5.092 ACK: 2483 | sent
5.094 pkt: 2486 | received
5.094 ACK: 2483 | sent
5.095 pkt: 2487 | received
5.095 ACK: 2483 | sent
5.096 pkt: 2488 | received
5.096 ACK: 2483 | sent
5.097 pkt: 2489 | received
5.097 ACK: 2483 | sent
5.099 pkt: 2490 | received
5.099 ACK: 2483 | sent
5.099 pkt: 2491 | received
5.099 ACK: 2483 | sent
5.101 pkt: 2492 | received
5.101 ACK: 2483 | sent
5.101 pkt: 2493 | received
5.101 ACK: 2483 | sent
5.103 pkt: 2494 | received
5.103 ACK: 2483 | sent
5.104 pkt: 2495 | received
5.104 ACK: 2483 | sent
5.105 pkt: 2497 | received
5.105 ACK: 2483 | sent
5.108 pkt: 2498 | received
5.108 ACK: 2483 | sent
5.108 pkt: 2499 | received
5.108 ACK: 2483 | sent
5.108 pkt: 2500 | received
5.108 ACK: 2483 | sent
5.109 pkt: 2501 | received
5.109 ACK: 2483 | sent
5.111 pkt: 2502 | received
5.111 ACK: 2483 | sent
5.112 pkt: 2503 | received
5.112 ACK: 2483 | sent
5.113 pkt: 2504 | received
5.113 ACK: 2483 | sent
5.114 pkt: 2505 | received
5.114 ACK: 2483 | sent
5.115 pkt: 2506 | received
5.116 ACK: 2483 | sent
5.117 pkt: 2507 | received
5.117 ACK: 2483 | sent
5.118 pkt: 2508 | received
5.118 ACK: 2483 | sent
5.119 pkt: 2509 | received
5.119 ACK: 2483 | sent
5.120 pkt: 2510 | received
5.120 ACK: 2483 | sent
5.121 pkt: 2511 | received
5.121 ACK: 2483 | sent
5.123 pkt: 2512 | received
5.123 ACK: 2483 | sent
5.125 pkt: 2513 | received
5.125 ACK: 2483 | sent
5.125 pkt: 2514 | received
5.125 ACK: 2483 | sent
5.126 pkt: 2515 | received
5.126 ACK: 2483 | sent
5.128 pkt: 2484 | received
5.130 ACK: 2495 | sent
5.130 pkt: 2484 | received
5.130 ACK: 2495 | sent
5.130 pkt: 2484 | received
5.130 ACK: 2495 | sent
5.131 pkt: 2484 | received
5.131 ACK: 2495 | sent
5.132 pkt: 2484 | received
5.132 ACK: 2495 | sent
5.133 pkt: 2484 | received
5.133 ACK: 2495 | sent
5.134 pkt: 2484 | received
5.134 ACK: 2495 | sent
5.135 pkt: 2484 | received
5.135 ACK: 2495 | sent
5.136 pkt: 2484 | received
5.136 ACK: 2495 | sent
5.138 pkt: 2484 | received
5.138 ACK: 2495 | sent
5.138 pkt: 2484 | received
5.138 ACK: 2495 | sent
5.142 pkt: 2484 | received
5.142 ACK: 2495 | sent
5.142 pkt: 2484 | received
5.142 ACK: 2495 | sent
5.144 pkt: 2484 | received
5.144 ACK: 2495 | sent
5.144 pkt: 2484 | received
5.144 ACK: 2495 | sent
5.146 pkt: 2484 | received
5.146 ACK: 2495 | sent
5.149 pkt: 2484 | received
5.149 ACK: 2495 | sent
5.149 pkt: 2484 | received
5.149 ACK: 2495 | sent
5.152 pkt: 2516 | received
5.152 ACK: 2495 | sent
5.152 pkt: 2517 | received
5.152 ACK: 2495 | sent
5.153 pkt: 2518 | received
5.153 ACK: 2495 | sent
5.155 pkt: 2519 | received
5.155 ACK: 2495 | sent
5.155 pkt: 2520 | received
5.155 ACK: 2495 | sent
5.156 pkt: 2521 | received
5.156 ACK: 2495 | sent
5.159 pkt: 2523 | received
5.159 ACK: 2495 | sent
5.159 pkt: 2524 | received
5.159 ACK: 2495 | sent
5.161 pkt: 2525 | received
5.162 ACK: 2495 | sent
5.162 pkt: 2526 | received
5.162 ACK: 2495 | sent
5.163 pkt: 2527 | received
5.163 ACK: 2495 | sent
5.164 pkt: 2496 | received
5.164 ACK: 2521 | sent
5.165 pkt: 2496 | received
5.165 ACK: 2521 | sent
5.166 pkt: 2496 | received
5.166 ACK: 2521 | sent
5.168 pkt: 2496 | received
5.168 ACK: 2521 | sent
5.168 pkt: 2496 | received
5.168 ACK: 2521 | sent
5.170 pkt: 2496 | received
5.170 ACK: 2521 | sent
5.171 pkt: 2496 | received
5.171 ACK: 2521 | sent
5.173 pkt: 2496 | received
5.173 ACK: 2521 | sent
5.175 pkt: 2496 | received
5.175 ACK: 2521 | sent
5.176 pkt: 2496 | received
5.177 ACK: 2521 | sent
5.181 pkt: 2496 | received
5.181 ACK: 2521 | sent
5.184 pkt: 2496 | received
5.184 ACK: 2521 | sent
5.184 pkt: 2496 | received
5.184 ACK: 2521 | sent
5.186 pkt: 2528 | received
5.186 ACK: 2521 | sent
5.186 pkt: 2530 | received
5.186 ACK: 2521 | sent
5.187 pkt: 2531 | received
5.187 ACK: 2521 | sent
5.188 pkt: 2532 | received
5.188 ACK: 2521 | sent
5.189 pkt: 2533 | received
5.189 ACK: 2521 | sent
5.190 pkt: 2534 | received
5.190 ACK: 2521 | sent
5.192 pkt: 2535 | received
5.192 ACK: 2521 | sent
5.193 pkt: 2536 | received
5.193 ACK: 2521 | sent
5.194 pkt: 2537 | received
5.195 ACK: 2521 | sent
5.195 pkt: 2538 | received
5.195 ACK: 2521 | sent
5.196 pkt: 2539 | received
5.196 ACK: 2521 | sent
5.197 pkt: 2540 | received
5.197 ACK: 2521 | sent
5.199 pkt: 2541 | received
5.199 ACK: 2521 | sent
5.200 pkt: 2542 | received
5.200 ACK: 2521 | sent
5.201 pkt: 2543 | received
5.201 ACK: 2521 | sent
5.202 pkt: 2544 | received
5.202 ACK: 2521 | sent
5.203 pkt: 2545 | received
5.203 ACK: 2521 | sent
5.204 pkt: 2546 | received
5.204 ACK: 2521 | sent
5.206 pkt: 2547 | received
5.206 ACK: 2521 | sent
5.207 pkt: 2548 | received
5.207 ACK: 2521 | sent
5.208 pkt: 2550 | received
5.208 ACK: 2521 | sent
5.209 pkt: 2551 | received
5.209 ACK: 2521 | sent
5.210 pkt: 2552 | received
5.210 ACK: 2521 | sent
5.212 pkt: 2553 | received
5.212 ACK: 2521 | sent
5.212 pkt: 2522 | received
5.213 ACK: 2528 | sent
5.214 pkt: 2522 | received
5.214 ACK: 2528 | sent
5.215 pkt: 2522 | received
5.215 ACK: 2528 | sent
5.216 pkt: 2522 | received
5.216 ACK: 2528 | sent
5.218 pkt: 2522 | received
5.218 ACK: 2528 | sent
5.218 pkt: 2522 | received
5.218 ACK: 2528 | sent
5.219 pkt: 2522 | received
5.220 ACK: 2528 | sent
5.220 pkt: 2522 | received
5.220 ACK: 2528 | sent
5.221 pkt: 2522 | received
5.221 ACK: 2528 | sent
5.223 pkt: 2522 | received
5.223 ACK: 2528 | sent
5.224 pkt: 2522 | received
5.224 ACK: 2528 | sent
5.225 pkt: 2522 | received
5.225 ACK: 2528 | sent
5.226 pkt: 2522 | received
5.226 ACK: 2528 | sent
5.227 pkt: 2522 | received
5.227 ACK: 2528 | sent
5.229 pkt: 2522 | received
5.230 ACK: 2528 | sent
5.230 pkt: 2522 | received
5.230 ACK: 2528 | sent
5.231 pkt: 2522 | received
5.231 ACK: 2528 | sent
5.233 pkt: 2522 | received
5.233 ACK: 2528 | sent
5.233 pkt: 2554 | received
5.233 ACK: 2528 | sent
5.242 pkt: 2555 | received
5.242 ACK: 2528 | sent
5.242 pkt: 2556 | received
5.242 ACK: 2528 | sent
